order_id,product_id,quantity,unit_price
O000000078,P0094,2,97.56
O000000078,P0255,1,686.06
O000000079,P0019,3,1026.16
O000000079,P0139,2,274.85
O000000080,P0121,3,85.69
O000000080,P0043,1,727.81
O000000081,P0137,3,148.29
O000000081,P0183,1,229.0
O000000081,P0036,1,7403.67
O000000081,P0020,2,482.13
O000000082,P0020,1,482.13
O000000082,P0201,2,770.58
O000000083,P0211,1,771.56
O000000084,P0221,2,243.98
O000000084,P0009,3,2162.5
O000000084,P0233,3,422.25
O000000085,P0187,2,2001.2
O000000085,P0223,1,1924.97
O000000086,P0184,2,906.37
O000000086,P0106,1,97.4
O000000086,P0131,1,2208.18
O000000087,P0249,2,2110.11
O000000087,P0142,2,1601.54
O000000087,P0015,3,545.61
O000000087,P0245,3,198.62
O000000088,P0003,3,719.42
O000000088,P0027,1,662.73
O000000089,P0194,3,5639.7
O000000089,P0048,3,1740.36
O000000089,P0030,2,1066.38
O000000089,P0011,3,3183.21
O000000090,P0022,1,1465.58
O000000091,P0066,3,429.67
O000000091,P0184,1,906.37
O000000091,P0114,2,1741.51
O000000091,P0058,3,653.68
O000000092,P0189,3,2283.82
O000000092,P0177,2,760.45
O000000092,P0155,2,229.8
O000000093,P0007,3,284.57
O000000094,P0092,1,177.89
O000000094,P0258,1,590.38
O000000095,P0089,2,141.21
O000000095,P0137,2,148.29
O000000096,P0184,2,906.37
O000000097,P0254,3,275.2
O000000097,P0072,1,620.23
O000000097,P0224,1,2831.87
O000000097,P0051,2,226.69
O000000098,P0253,1,719.13
O000000098,P0092,3,177.89
O000000098,P0153,3,293.43
O000000099,P0219,1,863.53
O000000099,P0084,1,913.73
O000000100,P0169,3,1165.5
O000000100,P0114,3,1741.51
O000000101,P0173,3,978.54
O000000101,P0012,1,567.02
O000000101,P0014,1,1226.26
O000000101,P0220,1,1745.88
O000000102,P0249,2,2110.11
O000000102,P0245,2,198.62
O000000102,P0029,1,251.38
O000000102,P0106,1,97.4
O000000103,P0256,1,2055.29
O000000103,P0030,3,1066.38
O000000103,P0112,3,504.01
O000000104,P0079,3,1858.97
O000000104,P0070,2,595.87
O000000104,P0074,2,1218.39
O000000105,P0034,1,677.28
O000000105,P0093,1,1247.52
O000000105,P0237,1,405.01
O000000105,P0017,1,361.9
O000000106,P0114,1,1741.51
O000000106,P0116,1,1041.5
O000000106,P0190,3,218.32
O000000106,P0250,2,800.77
O000000107,P0032,3,813.55
O000000107,P0237,1,405.01
O000000107,P0243,1,595.56
O000000107,P0226,2,879.87
O000000108,P0064,2,855.65
O000000108,P0253,1,719.13
O000000108,P0085,1,10319.1
O000000109,P0181,2,586.45
O000000109,P0096,2,91.06
O000000110,P0176,1,4160.75
O000000110,P0078,3,890.51
O000000110,P0026,1,3039.38
O000000110,P0179,2,433.89
O000000111,P0056,3,200.3
O000000111,P0217,3,1400.56
O000000112,P0211,1,771.56
O000000112,P0241,2,321.57
O000000112,P0187,2,2001.2
O000000112,P0051,3,226.69
O000000113,P0036,1,7403.67
O000000113,P0014,3,1226.26
O000000114,P0160,3,3159.95
O000000114,P0033,1,476.13
O000000114,P0064,3,855.65
O000000114,P0108,3,240.39
O000000115,P0232,2,216.83
O000000115,P0041,3,704.42
O000000115,P0236,3,2584.97
O000000115,P0023,2,180.37
O000000116,P0033,1,476.13
O000000116,P0242,3,2772.71
O000000116,P0209,3,1939.07
O000000117,P0018,3,955.65
O000000117,P0055,1,3116.86
O000000118,P0084,2,913.73
O000000118,P0052,3,111.31
O000000118,P0032,1,813.55
O000000118,P0058,1,653.68
O000000119,P0212,3,1458.07
O000000119,P0087,3,334.17
O000000119,P0133,2,229.05
O000000119,P0041,2,704.42
O000000120,P0181,1,586.45
O000000120,P0208,1,921.83
O000000120,P0240,3,399.05
O000000121,P0142,1,1601.54
O000000121,P0215,1,453.62
O000000121,P0147,3,1813.55
O000000121,P0048,2,1740.36
O000000122,P0198,1,1551.7
O000000123,P0163,1,233.09
O000000124,P0221,1,243.98
O000000125,P0065,1,2081.69
O000000125,P0232,1,216.83
O000000125,P0256,1,2055.29
O000000125,P0186,1,172.55
O000000126,P0117,2,3061.63
O000000126,P0096,3,91.06
O000000127,P0139,3,274.85
O000000127,P0123,3,2360.49
O000000127,P0073,1,6894.23
O000000128,P0066,1,429.67
O000000129,P0178,3,228.93
O000000129,P0119,3,171.2
O000000130,P0259,3,5328.55
O000000130,P0032,2,813.55
O000000130,P0243,3,595.56
O000000131,P0258,3,590.38
O000000131,P0223,2,1924.97
O000000132,P0006,1,3249.36
O000000133,P0167,2,569.78
O000000133,P0234,2,1499.41
O000000133,P0149,2,903.97
O000000134,P0129,2,1128.49
O000000134,P0046,1,1438.94
O000000134,P0118,2,710.39
O000000135,P0110,3,76.97
O000000135,P0047,2,354.69
O000000135,P0049,2,158.35
O000000135,P0194,3,5639.7
O000000136,P0049,1,158.35
O000000136,P0042,1,2742.72
O000000136,P0152,2,105.95
O000000136,P0238,2,4197.54
O000000137,P0158,2,844.46
O000000137,P0043,1,727.81
O000000137,P0189,3,2283.82
O000000138,P0065,2,2081.69
O000000138,P0082,1,507.24
O000000138,P0196,1,1312.15
O000000138,P0163,2,233.09
O000000139,P0048,3,1740.36
O000000139,P0101,2,792.34
O000000139,P0240,1,399.05
O000000140,P0147,3,1813.55
O000000140,P0106,2,97.4
O000000140,P0219,2,863.53
O000000141,P0015,2,545.61
O000000141,P0057,3,741.32
O000000141,P0170,1,962.11
O000000142,P0178,3,228.93
O000000142,P0242,3,2772.71
O000000142,P0087,3,334.17
O000000143,P0138,2,825.36
O000000144,P0085,2,10319.1
O000000144,P0197,3,1000.71
O000000145,P0258,2,590.38
O000000145,P0233,1,422.25
O000000146,P0003,3,719.42
O000000146,P0074,1,1218.39
O000000146,P0002,3,928.04
O000000146,P0059,1,3044.59
O000000147,P0213,1,324.68
O000000147,P0012,3,567.02
O000000148,P0037,1,6463.97
O000000148,P0066,3,429.67
O000000148,P0260,2,1332.85
O000000148,P0248,2,617.61
O000000149,P0045,2,853.56
O000000149,P0052,3,111.31
O000000149,P0234,1,1499.41
O000000150,P0231,2,305.73
O000000150,P0083,1,1021.81
O000000151,P0206,3,176.45
O000000152,P0034,2,677.28
O000000153,P0104,1,1284.75
O000000153,P0162,3,4338.8
O000000153,P0154,2,669.33
O000000154,P0247,2,600.94
O000000154,P0130,3,800.0
O000000154,P0008,2,635.96
O000000154,P0189,2,2283.82
O000000155,P0003,3,719.42
O000000156,P0042,2,2742.72
O000000157,P0104,2,1284.75
O000000157,P0223,2,1924.97
O000000157,P0139,1,274.85
O000000158,P0011,2,3183.21
O000000158,P0053,2,9080.08
O000000158,P0054,2,597.64
O000000159,P0026,1,3039.38
O000000159,P0109,3,980.42
O000000160,P0256,2,2055.29
O000000161,P0040,3,459.96
O000000161,P0001,3,943.15
O000000162,P0191,2,248.74
O000000163,P0135,2,1234.43
O000000163,P0182,1,719.4
O000000163,P0022,1,1465.58
O000000163,P0192,3,1347.12
O000000164,P0134,3,648.85
O000000164,P0032,2,813.55
O000000164,P0169,3,1165.5
O000000165,P0247,1,600.94
O000000165,P0020,3,482.13
O000000165,P0077,2,1289.72
O000000166,P0090,3,1902.53
O000000166,P0065,1,2081.69
O000000167,P0168,2,708.49
O000000167,P0158,2,844.46
O000000168,P0234,3,1499.41
O000000168,P0243,2,595.56
O000000168,P0166,3,189.39
O000000169,P0235,2,1511.47
O000000169,P0252,2,670.64
O000000169,P0042,1,2742.72
O000000170,P0195,1,711.58
O000000170,P0130,1,800.0
O000000170,P0105,1,5475.98
O000000170,P0173,3,978.54
O000000171,P0124,1,2199.67
O000000171,P0174,3,7007.31
O000000171,P0242,1,2772.71
O000000171,P0078,2,890.51
O000000172,P0016,2,640.95
O000000172,P0053,1,9080.08
O000000172,P0192,3,1347.12
O000000173,P0106,1,97.4
O000000173,P0041,2,704.42
O000000174,P0111,3,1653.8
O000000174,P0091,2,729.68
O000000174,P0088,2,1316.83
O000000174,P0158,1,844.46
O000000175,P0146,3,770.46
O000000175,P0098,2,2521.17
O000000175,P0055,1,3116.86
O000000176,P0168,2,708.49
O000000176,P0249,1,2110.11
O000000176,P0138,3,825.36
O000000177,P0081,1,970.59
O000000178,P0144,1,545.07
O000000178,P0141,3,1529.69
O000000178,P0244,2,1255.6
O000000178,P0242,2,2772.71
O000000179,P0198,2,1551.7
O000000179,P0050,2,1000.58
O000000180,P0036,2,7403.67
O000000180,P0231,1,305.73
O000000180,P0127,2,626.72
O000000180,P0167,2,569.78
O000000181,P0082,2,507.24
O000000181,P0120,3,651.07
O000000181,P0110,3,76.97
O000000181,P0092,2,177.89
O000000182,P0230,1,880.1
O000000182,P0032,1,813.55
O000000182,P0237,1,405.01
O000000182,P0135,3,1234.43
O000000183,P0094,3,97.56
O000000183,P0187,1,2001.2
O000000183,P0252,2,670.64
O000000183,P0040,1,459.96
O000000184,P0041,1,704.42
O000000184,P0049,3,158.35
O000000184,P0033,1,476.13
O000000185,P0244,1,1255.6
O000000185,P0117,1,3061.63
O000000185,P0120,2,651.07
O000000186,P0101,1,792.34
O000000186,P0256,3,2055.29
O000000187,P0208,2,921.83
O000000187,P0113,2,1943.41
O000000188,P0078,1,890.51
O000000188,P0258,3,590.38
O000000189,P0117,2,3061.63
O000000189,P0094,1,97.56
O000000190,P0029,2,251.38
O000000191,P0126,2,397.21
O000000192,P0192,1,1347.12
O000000192,P0215,1,453.62
O000000193,P0171,1,173.11
O000000193,P0016,2,640.95
O000000193,P0001,1,943.15
O000000193,P0175,3,112.35
O000000194,P0219,2,863.53
O000000194,P0230,3,880.1
O000000194,P0080,3,1165.32
O000000195,P0065,1,2081.69
O000000195,P0254,1,275.2
O000000196,P0048,2,1740.36
O000000197,P0135,1,1234.43
O000000197,P0232,2,216.83
O000000197,P0082,3,507.24
O000000197,P0026,2,3039.38
O000000198,P0201,3,770.58
O000000198,P0149,3,903.97
O000000199,P0136,3,73.57
O000000199,P0195,1,711.58
O000000199,P0173,1,978.54
O000000199,P0001,1,943.15
O000000200,P0126,3,397.21
O000000201,P0093,2,1247.52
O000000201,P0102,2,813.71
O000000202,P0034,1,677.28
O000000202,P0237,2,405.01
O000000202,P0074,3,1218.39
O000000202,P0167,2,569.78
O000000203,P0184,2,906.37
O000000203,P0122,2,932.72
O000000203,P0236,3,2584.97
O000000203,P0055,1,3116.86
O000000204,P0044,2,167.77
O000000204,P0224,3,2831.87
O000000204,P0015,1,545.61
O000000205,P0260,2,1332.85
O000000205,P0117,1,3061.63
O000000206,P0046,3,1438.94
O000000206,P0242,1,2772.71
O000000207,P0222,1,179.33
O000000207,P0044,3,167.77
O000000207,P0011,2,3183.21
O000000207,P0191,2,248.74
O000000208,P0016,3,640.95
O000000208,P0173,1,978.54
O000000209,P0219,1,863.53
O000000209,P0259,1,5328.55
O000000210,P0046,3,1438.94
O000000210,P0182,1,719.4
O000000210,P0159,2,1103.2
O000000210,P0178,2,228.93
O000000211,P0063,2,208.04
O000000211,P0219,3,863.53
O000000211,P0252,3,670.64
O000000212,P0187,3,2001.2
O000000212,P0255,1,686.06
O000000213,P0199,1,3427.05
O000000213,P0053,3,9080.08
O000000213,P0255,3,686.06
O000000213,P0222,3,179.33
O000000214,P0175,2,112.35
O000000214,P0018,2,955.65
O000000214,P0198,1,1551.7
O000000214,P0217,3,1400.56
O000000215,P0187,2,2001.2
O000000215,P0081,3,970.59
O000000216,P0074,1,1218.39
O000000216,P0202,2,2946.54
O000000216,P0218,1,338.72
O000000216,P0057,2,741.32
O000000217,P0087,3,334.17
O000000217,P0222,1,179.33
O000000218,P0016,2,640.95
O000000218,P0205,3,1049.59
O000000219,P0015,3,545.61
O000000219,P0007,3,284.57
O000000220,P0152,1,105.95
O000000220,P0128,3,3339.89
O000000220,P0110,3,76.97
O000000221,P0067,2,204.08
O000000221,P0006,1,3249.36
O000000221,P0003,2,719.42
O000000222,P0252,1,670.64
O000000222,P0097,1,219.95
O000000222,P0243,3,595.56
O000000223,P0212,2,1458.07
O000000223,P0233,1,422.25
O000000223,P0258,2,590.38
O000000224,P0244,1,1255.6
O000000224,P0007,1,284.57
O000000224,P0036,2,7403.67
O000000225,P0240,3,399.05
O000000225,P0079,3,1858.97
O000000225,P0022,3,1465.58
O000000225,P0012,1,567.02
O000000226,P0201,2,770.58
O000000227,P0240,2,399.05
O000000227,P0157,3,560.9
O000000227,P0007,3,284.57
O000000228,P0095,2,291.12
O000000229,P0177,2,760.45
O000000229,P0041,3,704.42
O000000230,P0113,2,1943.41
O000000230,P0152,3,105.95
O000000231,P0021,3,744.77
O000000231,P0074,3,1218.39
O000000231,P0036,1,7403.67
O000000231,P0221,2,243.98
O000000232,P0055,3,3116.86
O000000233,P0249,1,2110.11
O000000233,P0210,2,3531.38
O000000233,P0044,2,167.77
O000000234,P0213,3,324.68
O000000234,P0179,1,433.89
O000000234,P0229,2,616.91
O000000235,P0222,1,179.33
O000000235,P0058,1,653.68
O000000235,P0138,1,825.36
O000000235,P0169,1,1165.5
O000000236,P0046,1,1438.94
O000000236,P0151,2,929.62
O000000237,P0176,2,4160.75
O000000237,P0170,2,962.11
O000000237,P0114,1,1741.51
O000000238,P0183,2,229.0
O000000238,P0128,1,3339.89
O000000239,P0203,3,100.64
O000000239,P0218,2,338.72
O000000239,P0182,1,719.4
O000000240,P0004,2,1607.47
O000000240,P0046,3,1438.94
O000000240,P0186,2,172.55
O000000241,P0215,2,453.62
O000000241,P0058,3,653.68
O000000241,P0257,3,589.97
O000000242,P0122,2,932.72
O000000243,P0202,1,2946.54
O000000244,P0062,3,6655.67
O000000244,P0068,1,416.34
O000000244,P0104,1,1284.75
O000000245,P0166,3,189.39
O000000245,P0104,2,1284.75
O000000245,P0162,2,4338.8
O000000246,P0161,1,2007.37
O000000247,P0213,1,324.68
O000000247,P0070,2,595.87
O000000247,P0136,2,73.57
O000000247,P0094,2,97.56
O000000248,P0239,2,1724.05
O000000248,P0119,3,171.2
O000000248,P0186,3,172.55
O000000248,P0139,3,274.85
O000000249,P0104,3,1284.75
O000000249,P0003,2,719.42
O000000250,P0088,2,1316.83
O000000250,P0003,2,719.42
O000000251,P0190,1,218.32
O000000252,P0051,1,226.69
O000000253,P0079,1,1858.97
O000000253,P0157,2,560.9
O000000253,P0104,1,1284.75
O000000253,P0239,1,1724.05
O000000254,P0014,2,1226.26
O000000255,P0133,2,229.05
O000000255,P0190,2,218.32
O000000256,P0217,3,1400.56
O000000256,P0124,1,2199.67
O000000257,P0038,2,376.7
O000000257,P0182,1,719.4
O000000258,P0048,3,1740.36
O000000259,P0188,3,630.05
O000000260,P0197,3,1000.71
O000000260,P0207,1,1487.4
O000000261,P0110,1,76.97
O000000261,P0005,1,398.24
O000000261,P0215,2,453.62
O000000261,P0209,3,1939.07
O000000262,P0252,2,670.64
O000000263,P0058,3,653.68
O000000264,P0004,3,1607.47
O000000265,P0043,1,727.81
O000000266,P0241,1,321.57
O000000266,P0242,3,2772.71
O000000266,P0150,2,438.66
O000000266,P0113,1,1943.41
O000000267,P0223,2,1924.97
O000000267,P0010,1,559.04
O000000267,P0120,2,651.07
O000000268,P0162,1,4338.8
O000000268,P0226,1,879.87
O000000268,P0198,3,1551.7
O000000268,P0029,1,251.38
O000000269,P0139,3,274.85
O000000269,P0156,3,120.71
O000000270,P0074,2,1218.39
O000000270,P0034,1,677.28
O000000271,P0103,2,307.09
O000000271,P0156,3,120.71
O000000271,P0013,1,956.63
O000000272,P0170,2,962.11
O000000272,P0191,2,248.74
O000000272,P0115,1,1051.96
O000000273,P0202,1,2946.54
O000000273,P0079,1,1858.97
O000000274,P0017,2,361.9
O000000274,P0001,2,943.15
O000000274,P0128,1,3339.89
O000000275,P0244,2,1255.6
O000000276,P0024,1,704.04
O000000276,P0135,3,1234.43
O000000277,P0125,1,3770.26
O000000277,P0078,3,890.51
O000000277,P0064,1,855.65
O000000278,P0055,2,3116.86
O000000278,P0108,2,240.39
O000000278,P0131,2,2208.18
O000000279,P0020,2,482.13
O000000280,P0035,2,892.12
O000000280,P0215,1,453.62
O000000280,P0202,3,2946.54
O000000281,P0157,3,560.9
O000000281,P0108,1,240.39
O000000281,P0001,2,943.15
O000000281,P0140,2,4338.01
O000000282,P0038,2,376.7
O000000283,P0230,1,880.1
O000000283,P0057,2,741.32
O000000284,P0131,3,2208.18
O000000284,P0047,1,354.69
O000000284,P0132,1,2635.21
O000000285,P0162,1,4338.8
O000000285,P0108,1,240.39
O000000285,P0171,1,173.11
O000000286,P0143,1,1078.5
O000000286,P0176,1,4160.75
O000000286,P0205,3,1049.59
O000000287,P0147,3,1813.55
O000000288,P0040,2,459.96
O000000288,P0215,1,453.62
O000000288,P0095,3,291.12
O000000288,P0100,2,1753.54
O000000289,P0244,3,1255.6
O000000289,P0032,1,813.55
O000000289,P0142,1,1601.54
O000000290,P0078,3,890.51
O000000290,P0147,2,1813.55
O000000290,P0073,2,6894.23
O000000290,P0168,3,708.49
O000000291,P0043,3,727.81
O000000291,P0034,1,677.28
O000000292,P0254,2,275.2
O000000292,P0109,2,980.42
O000000292,P0016,3,640.95
O000000292,P0057,2,741.32
O000000293,P0041,2,704.42
O000000293,P0092,3,177.89
O000000294,P0111,2,1653.8
O000000294,P0205,3,1049.59
O000000294,P0146,1,770.46
O000000295,P0124,3,2199.67
O000000295,P0048,2,1740.36
O000000295,P0069,3,1341.24
O000000295,P0113,3,1943.41
O000000296,P0136,1,73.57
O000000296,P0205,2,1049.59
O000000297,P0061,1,919.94
O000000297,P0227,2,143.83
O000000297,P0141,3,1529.69
O000000297,P0037,1,6463.97
O000000298,P0120,1,651.07
O000000299,P0018,2,955.65
O000000299,P0054,1,597.64
O000000300,P0212,3,1458.07
O000000300,P0168,2,708.49
O000000300,P0249,2,2110.11
O000000300,P0043,3,727.81
O000000301,P0213,3,324.68
O000000301,P0172,3,174.46
O000000302,P0015,1,545.61
O000000302,P0067,3,204.08
O000000302,P0251,2,145.62
O000000303,P0150,2,438.66
O000000303,P0134,2,648.85
O000000304,P0254,3,275.2
O000000304,P0031,2,239.07
O000000304,P0078,1,890.51
O000000305,P0168,2,708.49
O000000305,P0231,1,305.73
O000000305,P0079,3,1858.97
O000000305,P0081,2,970.59
O000000306,P0232,2,216.83
O000000306,P0247,1,600.94
O000000306,P0044,3,167.77
O000000306,P0250,2,800.77
O000000307,P0225,1,908.27
O000000308,P0041,2,704.42
O000000308,P0049,2,158.35
O000000309,P0071,3,244.82
O000000309,P0155,1,229.8
O000000310,P0212,1,1458.07
O000000310,P0233,3,422.25
O000000310,P0196,2,1312.15
O000000310,P0248,1,617.61
O000000311,P0114,1,1741.51
O000000311,P0022,2,1465.58
O000000311,P0044,1,167.77
O000000312,P0133,3,229.05
O000000312,P0226,2,879.87
O000000313,P0039,3,1408.29
O000000314,P0229,2,616.91
O000000314,P0020,3,482.13
O000000314,P0096,1,91.06
O000000315,P0174,2,7007.31
O000000315,P0002,1,928.04
O000000316,P0022,2,1465.58
O000000317,P0057,1,741.32
O000000318,P0090,2,1902.53
O000000318,P0231,3,305.73
O000000319,P0118,2,710.39
O000000319,P0042,3,2742.72
O000000319,P0255,3,686.06
O000000320,P0258,2,590.38
O000000321,P0206,1,176.45
O000000321,P0181,1,586.45
O000000321,P0008,3,635.96
O000000322,P0034,1,677.28
O000000322,P0183,1,229.0
O000000322,P0227,2,143.83
O000000322,P0249,3,2110.11
O000000323,P0118,3,710.39
O000000323,P0224,2,2831.87
O000000323,P0187,1,2001.2
O000000324,P0242,1,2772.71
O000000325,P0039,3,1408.29
O000000325,P0047,1,354.69
O000000325,P0212,2,1458.07
O000000326,P0123,1,2360.49
O000000326,P0067,3,204.08
O000000326,P0119,1,171.2
O000000327,P0094,1,97.56
O000000327,P0095,3,291.12
O000000327,P0038,3,376.7
O000000327,P0085,3,10319.1
O000000328,P0078,3,890.51
O000000328,P0058,3,653.68
O000000328,P0130,1,800.0
O000000329,P0086,2,585.2
O000000329,P0215,3,453.62
O000000329,P0097,1,219.95
O000000330,P0046,1,1438.94
O000000331,P0248,3,617.61
O000000332,P0175,1,112.35
O000000332,P0156,2,120.71
O000000332,P0074,1,1218.39
O000000333,P0169,1,1165.5
O000000333,P0234,2,1499.41
O000000334,P0119,1,171.2
O000000334,P0045,2,853.56
O000000334,P0252,1,670.64
O000000335,P0010,1,559.04
O000000336,P0220,2,1745.88
O000000336,P0191,1,248.74
O000000336,P0004,2,1607.47
O000000336,P0048,2,1740.36
O000000337,P0158,2,844.46
O000000338,P0030,3,1066.38
O000000338,P0204,3,765.68
O000000338,P0235,1,1511.47
O000000338,P0175,1,112.35
O000000339,P0007,1,284.57
O000000339,P0120,2,651.07
O000000339,P0063,1,208.04
O000000339,P0200,3,2804.26
O000000340,P0184,2,906.37
O000000340,P0089,2,141.21
O000000340,P0188,2,630.05
O000000341,P0102,1,813.71
O000000341,P0025,1,1613.81
O000000341,P0190,2,218.32
O000000341,P0017,1,361.9
O000000342,P0185,3,634.09
O000000342,P0069,3,1341.24
O000000342,P0194,2,5639.7
O000000343,P0162,1,4338.8
O000000344,P0203,1,100.64
O000000345,P0205,3,1049.59
O000000346,P0212,3,1458.07
O000000346,P0203,3,100.64
O000000347,P0091,3,729.68
O000000347,P0006,1,3249.36
O000000347,P0021,1,744.77
O000000348,P0100,3,1753.54
O000000348,P0144,2,545.07
O000000348,P0222,2,179.33
O000000348,P0074,1,1218.39
O000000349,P0237,1,405.01
O000000349,P0017,1,361.9
O000000349,P0236,1,2584.97
O000000350,P0004,3,1607.47
O000000350,P0227,3,143.83
O000000351,P0137,1,148.29
