user_id,week_start,orders_count,net_revenue,refunds_count,refund_amount,coupon_orders_count,avg_discount_pct,cod_orders_count,rto_count,payment_failures_count,risk_score_avg
U000020,2025-10-06,1,892.12,0.0,0.0,0,0.0,1,0.0,0,19.0
U000021,2025-08-25,1,198.52,0.0,0.0,0,0.0,0,0.0,0,15.0
U000021,2025-10-20,1,381.2,0.0,0.0,0,0.0,0,0.0,0,15.0
U000021,2025-12-29,1,8318.13,0.0,0.0,0,0.0,0,0.0,0,15.0
U000021,2026-01-05,1,3842.92,0.0,0.0,0,0.0,1,0.0,0,21.0
U000022,2025-12-15,1,4462.95,0.0,0.0,0,0.0,0,0.0,0,13.0
U000023,2026-01-12,1,9320.8,0.0,0.0,0,0.0,0,0.0,0,13.0
U000024,2026-01-19,1,3399.9,1.0,3399.9,1,12.82,0,0.0,0,13.0
U000025,2025-10-06,1,2765.49,0.0,0.0,0,0.0,1,0.0,0,19.0
U000025,2025-12-01,1,4468.09,0.0,0.0,0,0.0,0,0.0,0,13.0
U000026,2026-01-05,1,2351.19,0.0,0.0,0,0.0,0,0.0,0,13.0
U000027,2025-09-01,1,5221.08,0.0,0.0,0,0.0,1,0.0,0,19.0
U000027,2025-09-15,1,929.62,0.0,0.0,0,0.0,0,0.0,0,13.0
U000028,2025-09-15,1,4280.82,0.0,0.0,1,1.83,0,0.0,0,13.0
U000029,2025-12-08,1,11022.99,1.0,11022.99,0,0.0,0,0.0,0,13.0
U000030,2025-09-29,1,8592.91,0.0,0.0,0,0.0,1,0.0,0,19.0
U000031,2026-01-12,1,10113.49,0.0,0.0,0,0.0,0,0.0,0,13.0
U000032,2025-12-22,1,19699.66,0.0,0.0,0,0.0,1,0.0,0,19.0
U000036,2025-08-25,1,1008.02,0.0,0.0,0,0.0,1,0.0,0,19.0
U000039,2025-12-15,1,4550.96,0.0,0.0,1,3.19,0,0.0,0,13.0
U000041,2025-08-11,1,16050.26,0.0,0.0,0,0.0,1,0.0,0,20.0
U000041,2025-08-18,1,734.46,1.0,652.93,0,0.0,0,0.0,0,14.0
U000041,2025-10-13,1,2682.48,0.0,0.0,0,0.0,0,0.0,0,14.0
U000042,2025-09-15,1,4738.58,0.0,0.0,0,0.0,0,0.0,0,14.0
U000042,2025-09-29,1,15812.29,0.0,0.0,0,0.0,0,0.0,0,14.0
U000042,2025-10-20,1,2160.86,0.0,0.0,1,6.49,0,0.0,0,14.0
U000044,2025-09-29,1,13069.55,0.0,0.0,0,0.0,0,0.0,0,13.0
U000046,2025-10-20,1,3157.27,0.0,0.0,0,0.0,1,0.0,0,21.0
U000046,2025-11-24,1,14850.01,0.0,0.0,0,0.0,0,0.0,0,15.0
U000046,2025-12-22,1,9568.86,0.0,0.0,0,0.0,1,0.0,0,21.0
U000046,2025-12-29,1,1139.56,0.0,0.0,0,0.0,0,0.0,0,15.0
U000047,2025-10-20,1,3756.83,0.0,0.0,0,0.0,0,0.0,0,14.0
U000047,2025-10-27,1,381.15,1.0,381.15,0,0.0,0,0.0,0,14.0
U000047,2025-11-24,1,7215.04,0.0,0.0,0,0.0,0,0.0,0,14.0
U000049,2025-08-11,1,2511.65,1.0,2103.05,1,5.64,0,0.0,0,14.0
U000049,2025-10-27,1,14422.33,0.0,0.0,0,0.0,0,0.0,0,22.0
U000049,2026-01-05,1,3784.87,0.0,0.0,0,0.0,0,0.0,0,14.0
U000051,2025-10-13,1,12259.82,0.0,0.0,0,0.0,0,0.0,0,13.0
U000052,2025-11-03,1,7410.32,0.0,0.0,1,1.98,1,0.0,0,20.0
U000052,2025-11-24,1,3597.9,0.0,0.0,1,4.0,1,0.0,0,20.0
U000052,2026-01-12,1,9115.86,0.0,0.0,0,0.0,1,0.0,0,20.0
U000053,2025-08-25,1,1694.9,0.0,0.0,1,4.51,0,0.0,0,13.0
U000053,2025-10-06,1,4155.38,0.0,0.0,0,0.0,1,0.0,0,19.0
U000056,2025-12-08,1,1253.44,0.0,0.0,0,0.0,0,0.0,0,13.0
U000057,2025-08-25,1,11955.11,0.0,0.0,0,0.0,0,0.0,0,13.0
U000057,2025-10-20,1,2977.5,0.0,0.0,0,0.0,0,0.0,0,13.0
U000058,2025-11-17,1,3406.01,0.0,0.0,0,0.0,1,0.0,0,19.0
U000059,2025-09-29,1,4934.49,0.0,0.0,0,0.0,1,0.0,0,19.0
U000060,2025-09-01,1,1988.19,0.0,0.0,0,0.0,1,0.0,0,20.0
U000060,2025-09-29,1,3857.02,0.0,0.0,0,0.0,0,0.0,0,14.0
U000060,2025-11-03,1,3199.28,0.0,0.0,0,0.0,1,0.0,0,20.0
U000061,2026-01-05,1,8039.7,0.0,0.0,0,0.0,0,0.0,0,13.0
U000062,2026-01-19,1,394.52,0.0,0.0,0,0.0,1,0.0,0,19.0
U000063,2025-10-06,1,11387.58,0.0,0.0,0,0.0,0,0.0,0,13.0
U000063,2025-10-20,1,3452.7,0.0,0.0,0,0.0,0,0.0,0,13.0
U000067,2025-09-08,1,27240.24,0.0,0.0,0,0.0,0,0.0,0,14.0
U000067,2025-11-17,1,10661.39,0.0,0.0,1,0.74,1,0.0,0,20.0
U000067,2025-12-08,1,4218.01,0.0,0.0,1,2.77,0,0.0,0,14.0
U000068,2025-10-27,1,3823.46,0.0,0.0,0,0.0,0,0.0,0,13.0
U000068,2025-11-03,1,7248.23,0.0,0.0,0,0.0,1,0.0,0,19.0
U000070,2025-08-25,1,10139.04,0.0,0.0,0,0.0,0,0.0,0,13.0
U000070,2025-11-03,1,7479.78,0.0,0.0,0,0.0,0,0.0,0,13.0
U000072,2025-11-24,1,1900.1,0.0,0.0,0,0.0,1,0.0,0,19.0
U000075,2025-08-18,1,18632.06,0.0,0.0,1,1.58,0,0.0,0,13.0
U000075,2026-01-26,1,5584.44,0.0,0.0,0,0.0,0,0.0,0,13.0
U000076,2025-12-22,1,648.85,0.0,0.0,0,0.0,1,0.0,0,19.0
U000077,2026-01-05,1,3474.02,1.0,2562.52,1,4.14,0,0.0,0,13.0
U000078,2025-11-24,1,12627.18,0.0,0.0,1,0.63,1,0.0,0,19.0
U000078,2025-12-08,1,4096.42,0.0,0.0,0,0.0,0,0.0,0,13.0
U000079,2025-09-22,1,674.33,1.0,607.6,0,0.0,0,0.0,0,13.0
U000081,2025-12-08,1,5888.75,0.0,0.0,0,0.0,0,0.0,0,13.0
U000081,2025-12-15,1,9933.0,0.0,0.0,0,0.0,0,0.0,0,13.0
U000082,2026-01-26,1,32437.72,0.0,0.0,0,0.0,1,0.0,0,19.0
U000083,2025-11-10,1,2318.86,0.0,0.0,1,6.08,0,0.0,0,13.0
U000083,2025-12-01,1,4611.56,0.0,0.0,0,0.0,1,0.0,0,19.0
U000086,2025-12-01,1,6335.48,0.0,0.0,0,0.0,1,0.0,0,19.0
U000089,2026-01-12,1,268.73,0.0,0.0,0,0.0,0,0.0,0,13.0
U000092,2025-12-01,1,16109.58,0.0,0.0,0,0.0,0,0.0,0,13.0
U000092,2025-12-22,1,5621.91,0.0,0.0,1,2.6,0,0.0,0,13.0
U000094,2025-08-11,1,6003.17,0.0,0.0,0,0.0,0,0.0,0,17.0
U000094,2025-08-18,1,6442.2,0.0,0.0,0,0.0,0,0.0,0,17.0
U000094,2025-09-22,1,19666.53,0.0,0.0,0,0.0,1,0.0,0,23.0
U000094,2025-10-06,1,436.7,0.0,0.0,0,0.0,0,0.0,0,17.0
U000094,2025-10-27,1,14040.21,0.0,0.0,0,0.0,0,0.0,0,17.0
U000094,2025-12-29,1,25034.88,0.0,0.0,0,0.0,0,0.0,0,25.0
U000094,2026-01-12,1,2166.51,0.0,0.0,0,0.0,0,0.0,0,17.0
U000095,2025-10-13,1,6479.3,0.0,0.0,0,0.0,0,0.0,0,13.0
U000099,2026-01-05,1,1266.75,0.0,0.0,0,0.0,0,0.0,0,13.0
U000099,2026-01-12,1,5866.92,1.0,4601.29,0,0.0,0,0.0,0,13.0
U000100,2025-10-06,1,3001.87,0.0,0.0,0,0.0,1,0.0,0,19.0
U000100,2025-12-08,1,4017.71,0.0,0.0,0,0.0,1,0.0,0,19.0
U000101,2025-12-15,1,2590.59,0.0,0.0,0,0.0,0,0.0,0,13.0
U000103,2025-08-11,1,1794.25,0.0,0.0,1,18.23,1,0.0,0,20.0
U000103,2025-10-27,2,11879.39,0.0,0.0,0,0.0,0,0.0,0,14.0
U000104,2025-11-17,1,4745.99,1.0,4745.99,0,0.0,0,0.0,0,13.0
U000105,2025-10-13,1,4977.86,0.0,0.0,0,0.0,0,0.0,0,14.0
U000105,2025-11-03,1,1352.94,0.0,0.0,0,0.0,0,0.0,0,14.0
U000105,2025-12-01,1,3507.08,0.0,0.0,0,0.0,0,0.0,0,14.0
U000106,2025-10-06,1,550.73,1.0,550.73,0,0.0,0,0.0,0,16.0
U000106,2025-10-13,1,10833.39,0.0,0.0,0,0.0,1,0.0,0,22.0
U000106,2025-10-27,1,2111.32,0.0,0.0,0,0.0,0,0.0,0,16.0
U000106,2025-11-03,1,2087.9,0.0,0.0,0,0.0,0,0.0,0,16.0
U000106,2025-11-10,1,662.73,0.0,0.0,0,0.0,0,0.0,0,16.0
U000107,2026-01-05,1,3363.28,0.0,0.0,0,0.0,1,0.0,0,19.0
U000107,2026-01-19,1,511.15,0.0,0.0,0,0.0,0,0.0,0,13.0
U000110,2025-08-18,1,14913.35,0.0,0.0,1,1.0,0,0.0,0,40.0
U000110,2025-09-29,2,8126.82,1.0,2372.82,1,1.02,0,0.0,0,40.0
U000110,2025-10-27,1,10125.13,1.0,10125.13,1,4.71,0,0.0,0,40.0
U000110,2026-01-05,1,19125.52,0.0,0.0,0,0.0,0,0.0,0,40.0
U000111,2025-12-22,1,4557.69,0.0,0.0,0,0.0,0,0.0,0,13.0
U000115,2025-08-04,1,7362.51,0.0,0.0,0,0.0,0,0.0,0,13.0
U000115,2025-08-25,1,4092.03,0.0,0.0,0,0.0,0,0.0,0,13.0
U000116,2025-12-22,1,4052.69,0.0,0.0,0,0.0,0,0.0,0,13.0
U000118,2025-10-20,1,9457.11,0.0,0.0,0,0.0,1,0.0,0,19.0
U000120,2025-09-15,1,210.21,0.0,0.0,0,0.0,0,0.0,0,13.0
U000120,2025-09-29,1,3096.88,0.0,0.0,0,0.0,1,0.0,0,19.0
U000123,2025-09-22,1,3243.58,0.0,0.0,1,4.42,1,0.0,0,19.0
U000123,2025-10-20,1,5362.2,0.0,0.0,0,0.0,1,0.0,0,19.0
U000124,2025-09-22,1,5179.46,0.0,0.0,1,2.26,0,0.0,0,13.0
U000125,2025-08-04,1,1465.58,0.0,0.0,0,0.0,1,0.0,0,41.0
U000125,2025-09-29,1,2121.75,0.0,0.0,0,0.0,1,0.0,0,41.0
U000125,2025-10-27,1,525.52,0.0,0.0,0,0.0,0,0.0,0,35.0
U000125,2026-01-05,1,8108.91,0.0,0.0,0,0.0,0,0.0,0,35.0
U000126,2025-09-22,2,5142.719999999999,0.0,0.0,0,0.0,1,0.0,0,18.0
U000126,2025-10-27,1,4627.98,0.0,0.0,0,0.0,1,0.0,0,21.0
U000126,2025-12-08,1,14116.5,0.0,0.0,0,0.0,0,0.0,0,23.0
U000127,2026-01-26,1,14979.47,0.0,0.0,1,0.99,1,0.0,0,19.0
U000128,2026-01-05,1,5721.44,0.0,0.0,1,1.38,1,0.0,0,19.0
U000129,2025-09-08,1,22685.02,0.0,0.0,0,0.0,1,0.0,0,19.0
U000130,2026-01-12,1,6599.71,1.0,4655.07,0,0.0,0,0.0,0,13.0
U000131,2025-08-18,1,2504.32,0.0,0.0,1,5.65,1,0.0,0,21.0
U000131,2025-09-01,1,7664.8,0.0,0.0,0,0.0,0,0.0,0,15.0
U000131,2025-12-22,1,4611.52,0.0,0.0,0,0.0,1,0.0,0,21.0
U000131,2026-01-12,1,14025.98,0.0,0.0,0,0.0,0,0.0,0,15.0
U000133,2025-12-15,2,9093.2,0.0,0.0,1,4.11,0,0.0,0,13.0
U000134,2026-01-12,1,2364.7,0.0,0.0,0,0.0,1,0.0,0,19.0
U000135,2025-09-01,1,14857.24,0.0,0.0,0,0.0,0,0.0,0,13.0
U000135,2025-12-08,1,6795.9,0.0,0.0,0,0.0,0,0.0,0,13.0
U000136,2025-11-03,1,26309.91,0.0,0.0,0,0.0,0,0.0,0,21.0
U000138,2025-11-03,1,445.47,0.0,0.0,0,0.0,0,0.0,0,15.0
U000138,2025-11-24,1,16800.7,0.0,0.0,0,0.0,0,0.0,0,15.0
U000138,2025-12-01,1,4309.72,0.0,0.0,0,0.0,1,0.0,0,21.0
U000138,2026-01-12,1,6854.82,0.0,0.0,0,0.0,0,0.0,0,15.0
U000140,2026-01-05,1,2730.6,0.0,0.0,0,0.0,0,0.0,0,13.0
U000141,2025-09-01,1,11349.62,0.0,0.0,0,0.0,0,0.0,0,13.0
U000141,2025-09-29,1,4182.06,1.0,4182.06,0,0.0,0,0.0,0,13.0
U000142,2025-10-20,1,9936.15,0.0,0.0,1,1.49,0,0.0,0,13.0
U000142,2026-01-12,1,4620.35,0.0,0.0,0,0.0,0,0.0,0,13.0
U000143,2025-08-04,1,8242.21,0.0,0.0,0,0.0,0,0.0,0,14.0
U000143,2025-08-11,1,5711.12,0.0,0.0,0,0.0,0,0.0,0,14.0
U000143,2025-09-15,1,9759.91,0.0,0.0,0,0.0,1,0.0,0,20.0
U000145,2025-10-06,1,2227.02,0.0,0.0,1,6.31,1,0.0,0,19.0
U000146,2026-01-26,1,810.02,0.0,0.0,0,0.0,0,0.0,0,13.0
U000148,2025-12-15,1,2022.25,1.0,1781.06,0,0.0,0,0.0,0,13.0
U000150,2026-01-12,1,760.45,0.0,0.0,0,0.0,0,0.0,0,13.0
U000150,2026-01-19,1,7190.57,0.0,0.0,1,1.64,0,0.0,0,13.0
U000152,2025-07-28,1,4853.16,0.0,0.0,0,0.0,0,0.0,0,14.0
U000152,2025-08-04,1,14980.38,0.0,0.0,0,0.0,1,0.0,0,20.0
U000152,2025-08-18,1,7845.49,0.0,0.0,1,1.88,0,0.0,0,14.0
U000154,2025-08-04,1,3628.62,0.0,0.0,0,0.0,0,0.0,0,13.0
U000154,2025-09-08,1,1606.19,0.0,0.0,0,8.54,1,0.0,0,19.0
U000155,2025-08-11,1,3334.51,1.0,3334.51,0,0.0,0,0.0,0,13.0
U000155,2025-11-24,1,3310.41,0.0,0.0,0,0.0,0,0.0,0,13.0
U000157,2026-01-05,1,7304.01,0.0,0.0,0,0.0,0,0.0,0,13.0
U000160,2025-11-17,1,20426.75,0.0,0.0,0,0.0,0,0.0,0,15.0
U000160,2025-12-29,1,6624.54,0.0,0.0,0,0.0,1,0.0,0,21.0
U000160,2026-01-05,1,1531.14,0.0,0.0,0,0.0,0,0.0,0,15.0
U000160,2026-01-12,1,1642.35,0.0,0.0,0,0.0,1,0.0,0,21.0
U000161,2025-12-08,2,23888.36,1.0,10327.59,0,0.0,0,0.0,0,13.0
U000162,2025-08-04,1,6268.78,0.0,0.0,0,0.0,0,0.0,0,13.0
U000166,2025-08-04,1,5621.08,0.0,0.0,0,0.0,0,0.0,0,13.0
U000166,2025-12-15,1,15860.69,0.0,0.0,0,0.0,0,0.0,0,13.0
U000168,2025-09-22,1,7181.59,1.0,5500.84,0,0.0,0,0.0,0,14.0
U000168,2025-11-17,1,6831.6,0.0,0.0,0,0.0,1,0.0,0,20.0
U000168,2026-01-12,1,9922.71,0.0,0.0,0,0.0,0,0.0,0,14.0
U000171,2025-11-17,1,8810.78,0.0,0.0,0,0.0,0,0.0,0,13.0
U000172,2025-12-15,1,9932.14,0.0,0.0,0,0.0,0,0.0,0,13.0
U000172,2025-12-22,1,9748.08,0.0,0.0,0,0.0,0,0.0,0,13.0
U000173,2025-08-25,2,6930.75,1.0,4540.2,0,0.0,1,0.0,0,16.0
U000175,2025-10-06,1,2866.95,0.0,0.0,0,0.0,0,0.0,0,13.0
U000176,2026-01-05,1,31183.99,0.0,0.0,0,0.0,1,0.0,0,19.0
U000177,2026-01-19,1,2226.44,0.0,0.0,1,3.47,0,0.0,0,13.0
U000178,2025-09-08,1,664.77,0.0,0.0,1,10.74,0,0.0,0,13.0
U000179,2026-01-12,1,5828.79,0.0,0.0,0,0.0,1,0.0,0,19.0
U000180,2026-01-05,1,13858.47,0.0,0.0,0,0.0,0,0.0,0,13.0
U000180,2026-01-19,1,1453.62,0.0,0.0,0,0.0,0,0.0,0,13.0
U000181,2025-10-27,2,16270.18,0.0,0.0,1,0.56,0,0.0,0,14.0
U000181,2025-11-24,1,5830.23,0.0,0.0,0,0.0,0,0.0,0,14.0
U000185,2025-11-17,1,264.32,0.0,0.0,0,0.0,1,0.0,0,19.0
U000185,2025-12-08,1,2039.78,0.0,0.0,0,0.0,0,0.0,0,13.0
U000186,2025-09-08,1,4220.22,0.0,0.0,0,0.0,0,0.0,0,14.0
U000186,2025-10-20,1,5772.22,0.0,0.0,0,0.0,0,0.0,0,14.0
U000186,2025-12-01,1,6207.57,0.0,0.0,0,0.0,0,0.0,0,14.0
U000187,2025-10-20,1,384.23,0.0,0.0,0,0.0,0,0.0,0,36.0
U000190,2025-09-08,1,3935.29,0.0,0.0,0,0.0,0,0.0,0,13.0
U000190,2025-10-20,1,9691.2,0.0,0.0,0,0.0,0,0.0,0,13.0
U000192,2025-10-13,1,4358.67,0.0,0.0,0,0.0,0,0.0,0,13.0
U000193,2025-12-15,1,1332.85,0.0,0.0,0,0.0,0,0.0,0,13.0
U000194,2026-01-12,1,880.1,0.0,0.0,0,0.0,0,0.0,0,13.0
U000195,2025-11-03,1,18160.16,0.0,0.0,0,0.0,0,0.0,0,36.0
U000195,2026-01-05,1,9545.37,1.0,8257.08,1,1.55,0,0.0,0,36.0
U000196,2025-11-10,1,21556.59,0.0,0.0,1,0.69,0,0.0,0,13.0
U000196,2025-11-24,1,1757.88,0.0,0.0,1,7.86,0,0.0,0,13.0
U000197,2025-09-22,1,5723.19,0.0,0.0,0,0.0,0,0.0,0,13.0
U000197,2025-12-01,1,7651.74,0.0,0.0,0,0.0,1,0.0,0,19.0
U000201,2026-01-19,1,6767.07,0.0,0.0,0,0.0,0,0.0,0,13.0
U000202,2026-01-05,1,2452.52,0.0,0.0,0,0.0,1,0.0,0,19.0
U000205,2025-10-13,1,4860.57,0.0,0.0,0,0.0,1,0.0,0,20.0
U000205,2025-12-08,2,8445.95,0.0,0.0,1,3.65,0,0.0,0,14.0
U000206,2026-01-12,1,3756.17,0.0,0.0,0,0.0,0,0.0,0,13.0
U000208,2025-09-01,1,1882.9,0.0,0.0,0,0.0,0,0.0,0,13.0
U000208,2025-11-17,1,5858.68,0.0,0.0,1,4.87,0,0.0,0,13.0
U000210,2025-12-22,1,5832.91,0.0,0.0,0,0.0,0,0.0,0,13.0
U000211,2025-09-01,1,3345.11,0.0,0.0,0,0.0,1,0.0,0,22.0
U000211,2025-09-15,2,34915.35,0.0,0.0,0,0.0,0,0.0,0,20.0
U000211,2025-09-22,1,8292.78,0.0,0.0,1,1.43,0,0.0,0,16.0
U000211,2025-10-06,1,6893.05,0.0,0.0,1,1.71,0,0.0,0,16.0
U000211,2025-12-29,1,6232.55,0.0,0.0,0,0.0,0,0.0,0,16.0
U000213,2026-01-19,1,3633.77,0.0,0.0,0,0.0,0,0.0,0,13.0
U000214,2025-08-25,1,600.9,0.0,0.0,0,0.0,1,0.0,0,22.0
U000214,2025-11-17,1,15277.71,0.0,0.0,1,3.17,1,0.0,0,22.0
U000214,2025-12-01,1,1865.44,0.0,0.0,0,0.0,1,0.0,0,22.0
U000214,2026-01-12,1,5518.88,0.0,0.0,0,0.0,1,0.0,0,22.0
U000214,2026-01-19,1,626.72,0.0,0.0,0,0.0,0,0.0,0,16.0
U000215,2025-09-15,1,11909.03,0.0,0.0,1,1.24,0,0.0,0,13.0
U000216,2025-08-25,1,5211.85,0.0,0.0,0,0.0,0,0.0,0,13.0
U000216,2026-01-19,1,1091.02,0.0,0.0,0,0.0,0,0.0,0,13.0
U000218,2025-10-06,1,534.18,0.0,0.0,1,13.03,0,0.0,0,13.0
U000218,2025-12-01,1,3228.48,0.0,0.0,0,0.0,0,0.0,0,13.0
U000219,2025-12-22,1,3044.59,0.0,0.0,0,0.0,0,0.0,0,13.0
U000219,2026-01-19,1,1306.14,0.0,0.0,0,0.0,0,0.0,0,13.0
U000220,2025-09-22,1,1281.9,0.0,0.0,0,0.0,0,0.0,0,13.0
U000220,2025-10-06,1,6417.53,0.0,0.0,0,0.0,1,0.0,0,19.0
U000221,2025-11-10,1,3114.51,0.0,0.0,0,0.0,0,0.0,0,13.0
U000222,2025-08-04,1,4626.77,0.0,0.0,0,0.0,0,0.0,0,14.0
U000222,2025-09-29,1,1981.54,0.0,0.0,0,0.0,0,0.0,0,14.0
U000222,2025-10-27,1,354.14,0.0,0.0,0,0.0,0,0.0,0,14.0
U000225,2025-09-22,1,2282.58,0.0,0.0,0,0.0,0,0.0,0,16.0
U000225,2025-10-06,1,4838.84,1.0,3891.71,0,0.0,0,0.0,0,16.0
U000225,2025-10-27,1,11735.25,0.0,0.0,1,3.3,0,0.0,0,16.0
U000225,2025-11-03,1,16100.55,0.0,0.0,0,0.0,0,0.0,0,16.0
U000225,2025-11-17,1,3300.23,0.0,0.0,0,0.0,0,0.0,0,16.0
U000225,2025-12-29,1,5714.53,0.0,0.0,0,0.0,1,0.0,0,22.0
U000227,2025-08-11,1,3139.45,0.0,0.0,0,0.0,0,0.0,0,13.0
U000227,2025-09-01,1,5488.19,0.0,0.0,0,0.0,0,0.0,0,13.0
U000228,2025-09-15,1,2941.84,0.0,0.0,0,0.0,0,0.0,0,13.0
U000229,2026-01-26,1,10988.57,0.0,0.0,0,0.0,0,0.0,0,13.0
U000230,2025-11-10,2,4043.73,0.0,0.0,0,0.0,0,0.0,0,13.0
U000231,2025-08-18,1,6422.24,0.0,0.0,1,7.22,0,0.0,0,13.0
U000231,2025-10-06,1,260.47,0.0,0.0,0,0.0,1,0.0,0,19.0
U000234,2025-08-25,1,14976.22,0.0,0.0,0,0.0,0,0.0,0,13.0
U000235,2025-08-18,1,2011.92,0.0,0.0,0,0.0,0,0.0,0,14.0
U000235,2025-09-01,1,8616.02,0.0,0.0,0,0.0,0,0.0,0,14.0
U000235,2025-10-27,1,30578.59,0.0,0.0,0,0.0,0,0.0,0,14.0
U000237,2026-01-05,1,4506.52,0.0,0.0,0,0.0,0,0.0,0,13.0
U000238,2025-12-01,1,3050.08,0.0,0.0,0,0.0,1,0.0,0,19.0
U000239,2025-12-15,1,9456.75,0.0,0.0,1,1.25,0,0.0,0,13.0
U000242,2026-01-19,1,19846.14,0.0,0.0,0,0.0,0,0.0,0,21.0
U000243,2025-12-15,1,2974.47,0.0,0.0,0,0.0,0,0.0,0,13.0
U000244,2025-08-11,1,4430.67,1.0,3410.08,0,0.0,0,0.0,0,13.0
U000244,2025-10-27,1,3341.62,0.0,0.0,0,0.0,0,0.0,0,13.0
U000245,2025-08-18,1,7041.54,0.0,0.0,0,0.0,0,0.0,0,13.0
U000245,2025-10-06,1,15790.66,0.0,0.0,1,0.5,0,0.0,0,13.0
U000247,2025-12-15,2,10733.130000000001,0.0,0.0,0,0.0,1,0.0,0,17.0
U000247,2026-01-26,1,5270.23,0.0,0.0,0,0.0,0,0.0,0,14.0
U000249,2025-11-03,1,2601.49,0.0,0.0,0,0.0,0,0.0,0,13.0
U000249,2025-12-01,1,14408.23,0.0,0.0,0,0.0,1,0.0,0,19.0
U000250,2025-12-15,1,16127.94,0.0,0.0,1,1.83,1,0.0,0,19.0
U000251,2025-12-15,1,9055.98,0.0,0.0,0,0.0,0,0.0,0,13.0
U000251,2026-01-26,1,289.95,0.0,0.0,0,0.0,1,0.0,0,19.0
U000252,2025-12-08,1,11903.77,0.0,0.0,0,0.0,0,0.0,0,13.0
U000253,2025-11-03,1,4843.29,0.0,0.0,0,0.0,1,0.0,0,19.0
U000253,2025-11-17,1,1356.05,0.0,0.0,0,0.0,0,0.0,0,13.0
U000254,2025-12-29,1,9335.49,0.0,0.0,1,0.85,0,0.0,0,13.0
U000255,2025-11-17,1,5262.69,0.0,0.0,0,0.0,1,0.0,0,19.0
U000258,2025-12-08,1,19571.88,0.0,0.0,0,0.0,0,0.0,0,13.0
U000259,2025-09-08,1,1026.66,0.0,0.0,1,12.75,0,0.0,0,13.0
U000260,2025-08-11,1,559.04,0.0,0.0,0,0.0,0,0.0,0,15.0
U000260,2025-09-15,1,4156.4,0.0,0.0,0,0.0,1,0.0,0,21.0
U000260,2025-10-20,1,1566.04,0.0,0.0,0,0.0,0,0.0,0,15.0
U000260,2025-12-22,1,9241.61,0.0,0.0,1,1.6,0,0.0,0,15.0
U000262,2025-11-24,1,1755.6,0.0,0.0,0,0.0,0,0.0,0,13.0
U000262,2026-01-12,1,1741.51,0.0,0.0,0,0.0,1,0.0,0,19.0
U000263,2025-08-11,1,3068.77,0.0,0.0,1,2.54,0,0.0,0,28.0
U000263,2025-09-08,1,8791.45,0.0,0.0,0,0.0,0,0.0,0,28.0
U000263,2025-10-27,1,1010.14,0.0,0.0,1,7.34,0,0.0,0,28.0
U000263,2025-12-15,2,11666.3,0.0,0.0,2,2.58,0,0.0,0,28.0
U000266,2025-07-28,1,2818.57,0.0,0.0,1,5.05,0,0.0,0,13.0
U000267,2025-12-29,1,3749.01,0.0,0.0,0,0.0,0,0.0,0,13.0
U000267,2026-01-26,1,13440.35,0.0,0.0,0,0.0,0,0.0,0,13.0
U000268,2025-12-08,1,4440.52,0.0,0.0,0,0.0,0,0.0,0,13.0
